Date&Time;Cloudfactor;Windspeed;powerConsumption_CustomConsumer@18/5_Bus0;powerConsumption_CustomConsumer@18/6_Bus0;powerConsumption_CustomConsumer@18/9_Bus0;powerConsumption_CustomConsumer@14/10_Bus0;powerConsumption_CustomConsumer@18/11_Bus0;powerConsumption_CustomConsumer@13/11_Bus0;powerConsumption_CustomConsumer@13/12_Bus0;powerConsumption_CustomConsumer@19/13_Bus0;powerConsumption_CustomConsumer@14/14_Bus0;powerConsumption_CustomConsumer@17/16_Bus0;powerProduction_SolarPowerPlant@18/3_Bus0;powerProduction_SolarPowerPlant@20/6_Bus0;powerProduction_SolarPowerPlant@20/9_Bus0;powerProduction_SolarPowerPlant@14/8_Bus0;powerProduction_SolarPowerPlant@20/11_Bus0;powerProduction_SolarPowerPlant@11/11_Bus0;powerProduction_SolarPowerPlant@21/13_Bus0;powerProduction_SolarPowerPlant@14/16_Bus0;powerProduction_SolarPowerPlant@11/13_Bus0;powerProduction_SolarPowerPlant@19/16_Bus0;
2018.01.02   21.30;0.634;2.337;55208.08125;55208.08125;55208.08125;33124.84875;77291.31375;33124.84875;33124.84875;80971.8525;68703.39;93240.315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.02   22.30;0.494;3.091;43290.45;43290.45;43290.45;25974.27;60606.63;25974.27;25974.27;63492.66;53872.56;73112.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.02   23.30;0.404;2.163;30384.1125;30384.1125;30384.1125;18230.4675;42537.7575;18230.4675;18230.4675;44563.365;37811.34;51315.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   00.30;0.534;1.901;20688.4125;20688.4125;20688.4125;12413.0475;28963.7775;12413.0475;12413.0475;30343.005;25745.58;34940.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   01.30;0.701;2.339;17265.15;17265.15;17265.15;10359.09;24171.21;10359.09;10359.09;25322.22;21485.52;29158.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   02.30;0.476;1.358;16574.11875;16574.11875;16574.11875;9944.47125;23203.76625;9944.47125;9944.47125;24308.7075;20625.57;27991.845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   03.30;0.494;0.485;16350.8625;16350.8625;16350.8625;9810.5175;22891.2075;9810.5175;9810.5175;23981.265;20347.74;27614.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   04.30;0.428;1.0;17360.83125;17360.83125;17360.83125;10416.49875;24305.16375;10416.49875;10416.49875;25462.5525;21604.59;29320.515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   05.30;0.521;2.332;27035.26875;27035.26875;27035.26875;16221.16125;37849.37625;16221.16125;16221.16125;39651.7275;33643.89;45659.565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   06.30;0.595;1.83;48861.225;48861.225;48861.225;29316.735;68405.715;29316.735;29316.735;71663.13;60805.08;82521.18;0.0883;0.0883;0.0883;0.053;0.1236;0.053;0.1295;0.1099;0.053;0.1491
2018.01.03   07.30;0.372;1.988;57164.23125;57164.23125;57164.23125;34298.53875;80029.92375;34298.53875;34298.53875;83840.8725;71137.71;96544.035;7578.6732;7578.6732;7578.6732;4547.2039;10610.1425;4547.2039;11115.3874;9431.2378;4547.2039;12799.5369
2018.01.03   08.30;0.505;2.113;54867.88125;54867.88125;54867.88125;32920.72875;76815.03375;32920.72875;32920.72875;80472.8925;68280.03;92665.755;92980.2587;92980.2587;92980.2587;55788.1552;130172.3622;55788.1552;136371.0461;115708.7664;55788.1552;157033.3258
2018.01.03   09.30;0.659;1.111;50392.125;50392.125;50392.125;30235.275;70548.975;30235.275;30235.275;73908.45;62710.2;85106.7;94422.535;94422.535;94422.535;56653.521;132191.549;56653.521;138486.3847;117503.5991;56653.521;159469.1702
2018.01.03   10.30;0.608;2.155;49382.15625;49382.15625;49382.15625;29629.29375;69135.01875;29629.29375;29629.29375;72427.1625;61453.35;83400.975;124620.8442;124620.8442;124620.8442;74772.5065;174469.1818;74772.5065;182777.2381;155083.7172;74772.5065;210470.759
2018.01.03   11.30;0.58;1.951;52645.95;52645.95;52645.95;31587.57;73704.33;31587.57;31587.57;77214.06;65514.96;88913.16;140676.0044;140676.0044;140676.0044;84405.6026;196946.4061;84405.6026;206324.8064;175063.4721;84405.6026;237586.1407
2018.01.03   12.30;0.533;1.987;56738.98125;56738.98125;56738.98125;34043.38875;79434.57375;34043.38875;34043.38875;83217.1725;70608.51;95825.835;156499.5075;156499.5075;156499.5075;93899.7045;219099.3104;93899.7045;229532.6109;194754.9426;93899.7045;264310.2793
2018.01.03   13.30;0.407;1.931;51986.8125;51986.8125;51986.8125;31192.0875;72781.5375;31192.0875;31192.0875;76247.325;64694.7;87799.95;188868.625;188868.625;188868.625;113321.175;264416.075;113321.175;277007.3167;235036.5111;113321.175;318978.1222
2018.01.03   14.30;0.418;2.859;46543.6125;46543.6125;46543.6125;27926.1675;65161.0575;27926.1675;27926.1675;68263.965;57920.94;78606.99;161894.8437;161894.8437;161894.8437;97136.9062;226652.7812;97136.9062;237445.7708;201469.1389;97136.9062;273422.4027
2018.01.03   15.30;0.388;1.906;43726.33125;43726.33125;43726.33125;26235.79875;61216.86375;26235.79875;26235.79875;64131.9525;54414.99;73848.915;116705.2422;116705.2422;116705.2422;70023.1453;163387.339;70023.1453;171167.6885;145233.1902;70023.1453;197102.1867
2018.01.03   16.30;0.161;2.232;48393.45;48393.45;48393.45;29036.07;67750.83;29036.07;29036.07;70977.06;60222.96;81731.16;12110.9803;12110.9803;12110.9803;7266.5882;16955.3724;7266.5882;17762.7711;15071.4422;7266.5882;20454.1001
2018.01.03   17.30;0.038;2.89;62671.21875;62671.21875;62671.21875;37602.73125;87739.70625;37602.73125;37602.73125;91917.7875;77990.85;105844.725;0.2624;0.2624;0.2624;0.1575;0.3674;0.1575;0.3849;0.3266;0.1575;0.4432
2018.01.03   18.30;0.28;1.066;76863.9375;76863.9375;76863.9375;46118.3625;107609.5125;46118.3625;46118.3625;112733.775;95652.9;129814.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   19.30;0.093;1.766;77469.91875;77469.91875;77469.91875;46481.95125;108457.88625;46481.95125;46481.95125;113622.5475;96407.01;130838.085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   20.30;0.035;1.68;65041.9875;65041.9875;65041.9875;39025.1925;91058.7825;39025.1925;39025.1925;95394.915;80941.14;109848.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   21.30;0.043;2.105;55208.08125;55208.08125;55208.08125;33124.84875;77291.31375;33124.84875;33124.84875;80971.8525;68703.39;93240.315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   22.30;0.184;1.379;43290.45;43290.45;43290.45;25974.27;60606.63;25974.27;25974.27;63492.66;53872.56;73112.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.03   23.30;0.0;1.18;30384.1125;30384.1125;30384.1125;18230.4675;42537.7575;18230.4675;18230.4675;44563.365;37811.34;51315.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.04   00.30;0.128;1.553;20688.4125;20688.4125;20688.4125;12413.0475;28963.7775;12413.0475;12413.0475;30343.005;25745.58;34940.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.04   01.30;0.0;2.153;17265.15;17265.15;17265.15;10359.09;24171.21;10359.09;10359.09;25322.22;21485.52;29158.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.04   02.30;0.0;1.154;16574.11875;16574.11875;16574.11875;9944.47125;23203.76625;9944.47125;9944.47125;24308.7075;20625.57;27991.845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.04   03.30;0.221;1.549;16350.8625;16350.8625;16350.8625;9810.5175;22891.2075;9810.5175;9810.5175;23981.265;20347.74;27614.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.04   04.30;0.256;2.428;17360.83125;17360.83125;17360.83125;10416.49875;24305.16375;10416.49875;10416.49875;25462.5525;21604.59;29320.515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.04   05.30;0.48;2.854;27035.26875;27035.26875;27035.26875;16221.16125;37849.37625;16221.16125;16221.16125;39651.7275;33643.89;45659.565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018.01.04   06.30;0.271;0.654;48861.225;48861.225;48861.225;29316.735;68405.715;29316.735;29316.735;71663.13;60805.08;82521.18;0.1572;0.1572;0.1572;0.0943;0.2201;0.0943;0.2306;0.1957;0.0943;0.2656
2018.01.04   07.30;0.193;1.678;57164.23125;57164.23125;57164.23125;34298.53875;80029.92375;34298.53875;34298.53875;83840.8725;71137.71;96544.035;9757.5014;9757.5014;9757.5014;5854.5008;13660.5019;5854.5008;14311.002;12142.6684;5854.5008;16479.3356
2018.01.04   08.30;0.354;1.204;54867.88125;54867.88125;54867.88125;32920.72875;76815.03375;32920.72875;32920.72875;80472.8925;68280.03;92665.755;121544.4023;121544.4023;121544.4023;72926.6414;170162.1633;72926.6414;178265.1234;151255.2562;72926.6414;205274.9906
2018.01.04   09.30;0.149;2.656;50392.125;50392.125;50392.125;30235.275;70548.975;30235.275;30235.275;73908.45;62710.2;85106.7;235953.1837;235953.1837;235953.1837;141571.9102;330334.4571;141571.9102;346064.6694;293630.6286;141571.9102;398498.7102
2018.01.04   10.30;0.276;0.92;49382.15625;49382.15625;49382.15625;29629.29375;69135.01875;29629.29375;29629.29375;72427.1625;61453.35;83400.975;230469.1256;230469.1256;230469.1256;138281.4754;322656.7759;138281.4754;338021.3843;286806.023;138281.4754;389236.7455
2018.01.04   11.30;0.076;3.387;52645.95;52645.95;52645.95;31587.57;73704.33;31587.57;31587.57;77214.06;65514.96;88913.16;309941.448;309941.448;309941.448;185964.8688;433918.0273;185964.8688;454580.7905;385704.9131;185964.8688;523456.6678
2018.01.04   12.30;0.261;1.712;56738.98125;56738.98125;56738.98125;34043.38875;79434.57375;34043.38875;34043.38875;83217.1725;70608.51;95825.835;248103.6886;248103.6886;248103.6886;148862.2132;347345.164;148862.2132;363885.4099;308751.2569;148862.2132;419019.5629
2018.01.04   13.30;0.284;1.674;51986.8125;51986.8125;51986.8125;31192.0875;72781.5375;31192.0875;31192.0875;76247.325;64694.7;87799.95;228633.5927;228633.5927;228633.5927;137180.1557;320087.0298;137180.1557;335329.2694;284521.8043;137180.1557;386136.7344
2018.01.04   14.30;0.088;1.752;46543.6125;46543.6125;46543.6125;27926.1675;65161.0575;27926.1675;27926.1675;68263.965;57920.94;78606.99;254827.3936;254827.3936;254827.3936;152896.4362;356758.3511;152896.4362;373746.844;317118.5343;152896.4362;430375.1537
2018.01.04   15.30;0.0;1.96;43726.33125;43726.33125;43726.33125;26235.79875;61216.86375;26235.79875;26235.79875;64131.9525;54414.99;73848.915;192974.7156;192974.7156;192974.7156;115784.8293;270164.6018;115784.8293;283029.5828;240146.3127;115784.8293;325912.853
