Date&Time,Cloudfactor,Windspeed,powerConsumption_CustomConsumer@18/5_Bus0,powerConsumption_CustomConsumer@18/6_Bus0,powerConsumption_CustomConsumer@18/9_Bus0,powerConsumption_CustomConsumer@14/10_Bus0,powerConsumption_CustomConsumer@18/11_Bus0,powerConsumption_CustomConsumer@13/11_Bus0,powerConsumption_CustomConsumer@13/12_Bus0,powerConsumption_CustomConsumer@19/13_Bus0,powerConsumption_CustomConsumer@14/14_Bus0,powerConsumption_CustomConsumer@17/16_Bus0,,,powerProduction_SolarPowerPlant@18/3_Bus0,powerProduction_SolarPowerPlant@20/6_Bus0,powerProduction_SolarPowerPlant@20/9_Bus0,powerProduction_SolarPowerPlant@14/8_Bus0,powerProduction_SolarPowerPlant@20/11_Bus0,powerProduction_SolarPowerPlant@11/11_Bus0,powerProduction_SolarPowerPlant@21/13_Bus0,powerProduction_SolarPowerPlant@14/16_Bus0,powerProduction_SolarPowerPlant@11/13_Bus0,powerProduction_SolarPowerPlant@19/16_Bus0,,,
2018.03.11   17.30,0,2.464,42546.2625,42546.2625,42546.2625,25527.7575,59564.7675,25527.7575,25527.7575,62401.185,52946.46,71855.91,450990.3825,,263111.8782,263111.8782,263111.8782,157867.1269,368356.6295,157867.1269,385897.4214,327428.1151,157867.1269,444366.7276,2788985.909,,
2018.03.11   18.30,0,2.116,34285.78125,34285.78125,34285.78125,20571.46875,48000.09375,20571.46875,20571.46875,50285.8125,42666.75,57904.875,363429.2813,,94108.0132,94108.0132,94108.0132,56464.8079,131751.2185,56464.8079,138025.0861,117112.1943,56464.8079,158937.9779,997544.9401,,
2018.03.11   19.30,0.122,2.847,20688.4125,20688.4125,20688.4125,12413.0475,28963.7775,12413.0475,12413.0475,30343.005,25745.58,34940.43,219297.1725,,4.01,4.01,4.01,2.406,5.614,2.406,5.8813,4.9902,2.406,6.7724,42.5059,,
2018.03.11   20.30,0.304,0.745,17265.15,17265.15,17265.15,10359.09,24171.21,10359.09,10359.09,25322.22,21485.52,29158.92,183010.59,,1.00E-04,1.00E-04,1.00E-04,1.00E-04,2.00E-04,1.00E-04,2.00E-04,1.00E-04,1.00E-04,2.00E-04,0.0013,,
2018.03.11   21.30,0.25,2.12,16574.11875,16574.11875,16574.11875,9944.47125,23203.76625,9944.47125,9944.47125,24308.7075,20625.57,27991.845,175685.6588,,0,0,0,0,0,0,0,0,0,0,0,,
2018.03.11   22.30,0.016,2.267,16350.8625,16350.8625,16350.8625,9810.5175,22891.2075,9810.5175,9810.5175,23981.265,20347.74,27614.79,173319.1425,,0,0,0,0,0,0,0,0,0,0,0,,
2018.03.11   23.30,0,1.936,17360.83125,17360.83125,17360.83125,10416.49875,24305.16375,10416.49875,10416.49875,25462.5525,21604.59,29320.515,184024.8113,,0,0,0,0,0,0,0,0,0,0,0,,
2018.03.12   00.30,0,2.445,27035.26875,27035.26875,27035.26875,16221.16125,37849.37625,16221.16125,16221.16125,39651.7275,33643.89,45659.565,286573.8488,,0,0,0,0,0,0,0,0,0,0,0,,
2018.03.12   01.30,0,1.287,48861.225,48861.225,48861.225,29316.735,68405.715,29316.735,29316.735,71663.13,60805.08,82521.18,517928.985,,0,0,0,0,0,0,0,0,0,0,0,,
2018.03.12   02.30,0.277,2.251,57164.23125,57164.23125,57164.23125,34298.53875,80029.92375,34298.53875,34298.53875,83840.8725,71137.71,96544.035,605940.8513,,0,0,0,0,0,0,0,0,0,0,0,,
